CO_CURSO,NO_CURSO
1260065,ENGENHARIA AMBIENTAL
1260066,REDES DE COMPUTADORES
1305137,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1305141,ENGENHARIA CIVIL
55005,SISTEMAS DE INFORMACAO
55007,ADMINISTRACAO
55009,LETRAS   LINGUA PORTUGUESA
56746,DIREITO
68151,SERVICO SOCIAL
80737,EDUCACAO FISICA
85604,AGRONEGOCIO
1181793,EDUCACAO FISICA
1186073,PEDAGOGIA
1186242,GESTAO DA TECNOLOGIA DA INFORMACAO
1283923,ENGENHARIA AGRONOMICA
1322379,MEDICINA VETERINARIA
49315,CIENCIAS ECONOMICAS
68124,CIENCIAS CONTABEIS
95175,SISTEMAS DE INFORMACAO
95191,ENFERMAGEM
1071152,FARMACIA
1134368,NUTRICAO
1174896,ARQUITETURA E URBANISMO
1364093,GASTRONOMIA
1364095,SEGURANCA NO TRABALHO
1386125,MEDICINA VETERINARIA
1386328,DIREITO
111236,PEDAGOGIA
117530,CIENCIAS BIOLOGICAS
117532,SISTEMAS DE INFORMACAO
118828,ADMINISTRACAO
1077647,FISIOTERAPIA
1077696,FARMACIA
1078534,BIOMEDICINA
1099815,ENFERMAGEM
1156378,CIENCIAS CONTABEIS
1257915,ENGENHARIA CIVIL
1257916,ENGENHARIA AMBIENTAL
1257919,ARQUITETURA E URBANISMO
1257920,EDUCACAO FISICA
1257921,NUTRICAO
1284935,PSICOLOGIA
1284961,ODONTOLOGIA
1304121,EDUCACAO FISICA
1365580,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
71261,ADMINISTRACAO
80154,DIREITO
103546,EDUCACAO FISICA
120591,ENFERMAGEM
1161745,ENGENHARIA CIVIL
1280291,PSICOLOGIA
73717,TEOLOGIA
73719,FILOSOFIA
120737,FILOSOFIA
87452,ADMINISTRACAO
87454,PEDAGOGIA
106018,SERVICO SOCIAL
116664,ARTES
1048400,ENGENHARIA DE PRODUCAO
1074417,MATEMATICA
1322776,LETRAS   PORTUGUES E INGLES
1323876,CIENCIA DA COMPUTACAO
1323877,CIENCIAS CONTABEIS
1324172,HISTORIA
1330920,ENGENHARIA CIVIL
5000757,LETRAS COM PORTUGUES E ESPANHOL
55532,ADMINISTRACAO
96175,DIREITO
1186241,ENGENHARIA DE PRODUCAO
1257497,CIENCIAS CONTABEIS
1257499,NEGOCIOS IMOBILIARIOS
55536,REDES DE COMPUTADORES
74826,GESTAO FINANCEIRA
74828,LOGISTICA
74832,MARKETING
74837,GESTAO DE RECURSOS HUMANOS
86560,SISTEMAS PARA INTERNET
96936,ANALISE E DESENVOLVIMENTO DE SISTEMAS
120408,CIENCIA DA COMPUTACAO
1118149,ENGENHARIA DA COMPUTACAO
1119928,ENGENHARIA DE PRODUCAO
83884,CIENCIAS CONTABEIS
83886,LETRAS
98063,GEOGRAFIA
98960,MATEMATICA
98962,ADMINISTRACAO
107088,DIREITO
121036,PSICOLOGIA
122604,PEDAGOGIA
1101170,ENFERMAGEM
1206020,FISIOTERAPIA
36301,ADMINISTRACAO
49092,CIENCIAS CONTABEIS
72661,DIREITO
109566,ENFERMAGEM
109568,FISIOTERAPIA
95966,DIREITO
118990,FARMACIA
1080171,ENFERMAGEM
1152783,ADMINISTRACAO
1178677,CIENCIAS CONTABEIS
1189607,MEDICINA
1279781,FISIOTERAPIA
1396874,NUTRICAO
98151,PEDAGOGIA
99780,ENFERMAGEM
99782,QUIMICA
1098806,CIENCIAS BIOLOGICAS
1102011,SISTEMA DE INFORMACAO
1163839,EDUCACAO FISICA
67569,ENFERMAGEM
67609,ADMINISTRACAO
96094,PSICOLOGIA
1351405,GESTAO COMERCIAL
88930,TEOLOGIA
1261986,TEOLOGIA
83830,ADMINISTRACAO
83832,PEDAGOGIA
83833,PEDAGOGIA
110701,PEDAGOGIA
90619,ADMINISTRACAO
90621,CIENCIAS CONTABEIS
90675,PEDAGOGIA
73432,EDUCACAO FISICA
73434,CIENCIAS CONTABEIS
73436,ADMINISTRACAO
73438,SISTEMAS DE INFORMACAO
99214,RELACÕES INTERNACIONAIS
1155915,DIREITO
1179480,GESTAO FINANCEIRA
1180090,MARKETING
1180102,GESTAO DA PRODUCAO INDUSTRIAL
1284810,LOGISTICA
1285186,GESTAO PORTUARIA
73842,PEDAGOGIA
67267,ADMINISTRACAO
67270,CIENCIAS CONTABEIS
89321,DIREITO
1104424,LETRAS   PORTUGUES E INGLES
1104426,PEDAGOGIA
1300458,ENFERMAGEM
1365289,FISIOTERAPIA
82712,ADMINISTRACAO
1323539,PEDAGOGIA
90573,DIREITO
90845,ADMINISTRACAO
118682,CIENCIAS CONTABEIS
123819,GESTAO DA QUALIDADE
59068,ADMINISTRACAO
67125,GESTAO DE RECURSOS HUMANOS
67961,DIREITO
68761,SISTEMAS PARA INTERNET
1349715,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1349732,GESTAO FINANCEIRA
1349734,GESTAO DA QUALIDADE
1349740,GESTAO PUBLICA
75131,SERVICO SOCIAL
79772,NUTRICAO
80210,CIENCIAS BIOLOGICAS
80212,ENFERMAGEM
80257,EDUCACAO FISICA
96002,DIREITO
119538,ADMINISTRACAO
1206060,FISIOTERAPIA
1260831,ESTETICA E COSMETICA
1285133,PSICOLOGIA
1332762,EDUCACAO FISICA
79650,ADMINISTRACAO
118980,CIENCIAS CONTABEIS
81100,ADMINISTRACAO
89341,DIREITO
1300333,GESTAO FINANCEIRA
1304789,PSICOLOGIA
1304813,GESTAO HOSPITALAR
100516,PEDAGOGIA
73502,ADMINISTRACAO
90615,ENFERMAGEM
97097,FISIOTERAPIA
97213,EDUCACAO FISICA
99228,ODONTOLOGIA
117960,FARMACIA
117970,FONOAUDIOLOGIA
118540,NUTRICAO
120583,TERAPIA OCUPACIONAL
120651,BIOMEDICINA
1048168,SERVICO SOCIAL
1049833,PSICOLOGIA
1383163,DIREITO
68404,ADMINISTRACAO
68406,CIENCIAS CONTABEIS
68408,PEDAGOGIA
1177606,SERVICO SOCIAL
1204126,ENGENHARIA DE PRODUCAO
1050276,ADMINISTRACAO
1074022,FARMACIA
1074957,FISIOTERAPIA
1077884,BIOMEDICINA
1085806,ENFERMAGEM
1257968,ENGENHARIA CIVIL
1257969,EDUCACAO FISICA
1257970,ENGENHARIA AMBIENTAL
1284875,ODONTOLOGIA
1304124,CIENCIAS CONTABEIS
1304126,EDUCACAO FISICA
1322316,ARQUITETURA E URBANISMO
1364107,NUTRICAO
58980,ADMINISTRACAO
58987,CIENCIAS CONTABEIS
67597,DESIGN DE MODA
67785,SISTEMAS DE INFORMACAO
91145,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
1046462,ENGENHARIA DE PRODUCAO
1104348,ARQUITETURA E URBANISMO
1104887,ENGENHARIA CIVIL
1205004,ENGENHARIA ELETRICA
1205064,ENGENHARIA MECANICA
1259220,ENGENHARIA QUIMICA
56021,LETRAS   PORTUGUES E INGLES
56022,ADMINISTRACAO
1119043,GESTAO DE RECURSOS HUMANOS
1280559,CIENCIAS CONTABEIS
1280608,PEDAGOGIA
1303470,ARQUITETURA E URBANISMO
1303471,ENGENHARIA CIVIL
1330316,ENFERMAGEM
1330330,FARMACIA
1330333,FISIOTERAPIA
1330334,PSICOLOGIA
64800,ADMINISTRACAO
64811,PEDAGOGIA
107028,ENGENHARIA DE PRODUCAO
1349547,AGRONOMIA
5000989,DIREITO
67470,ADMINISTRACAO
105970,CIENCIAS CONTABEIS
110464,REDES DE COMPUTADORES
117519,ENGENHARIA DE PRODUCAO
1077549,ENGENHARIA CIVIL
1139935,ARQUITETURA E URBANISMO
1173317,MEDICINA VETERINARIA
1193781,ENGENHARIA MECANICA
1259100,ENGENHARIA ELETRICA
1259376,ENGENHARIA AMBIENTAL E SANITARIA
1300313,ODONTOLOGIA
1303582,AGRONOMIA
1304795,ENGENHARIA QUIMICA
73911,ADMINISTRACAO
114342,CIENCIAS CONTABEIS
121158,ENFERMAGEM
1100615,FARMACIA
1257954,PEDAGOGIA
1257955,ENGENHARIA DE PRODUCAO
1257956,ENGENHARIA CIVIL
1285134,EDUCACAO FISICA
1285135,SERVICO SOCIAL
1322576,ESTETICA E COSMETICA
1385562,DIREITO
56058,ADMINISTRACAO
56163,CIENCIAS CONTABEIS
104436,DIREITO
109286,NUTRICAO
109288,ENFERMAGEM
1165467,ODONTOLOGIA
1285218,ENGENHARIA CIVIL
5000982,PSICOLOGIA
56069,CIENCIAS CONTABEIS
56071,ADMINISTRACAO
57981,LETRAS
72915,GESTAO AMBIENTAL
74406,REDES DE COMPUTADORES
82358,CIENCIAS BIOLOGICAS
85086,FISIOTERAPIA
95998,DIREITO
100118,EDUCACAO FISICA
100120,ENFERMAGEM
104528,PSICOLOGIA
104538,ODONTOLOGIA
117226,ARQUITETURA E URBANISMO
1200066,ENGENHARIA DE PRODUCAO
1259768,LOGISTICA
1284139,ENGENHARIA AMBIENTAL
1284140,ENGENHARIA ELETRICA
1284186,RADIOLOGIA
1284188,ENGENHARIA MECANICA
1284293,ENGENHARIA CIVIL
1300267,FARMACIA
1300279,PEDAGOGIA
1300284,CIENCIA DA COMPUTACAO
1300287,EDUCACAO FISICA
1300289,BIOMEDICINA
1300293,GESTAO DE RECURSOS HUMANOS
4389,PEDAGOGIA
21231,EDUCACAO FISICA
21257,CIENCIAS CONTABEIS
21285,ADMINISTRACAO
47613,ENFERMAGEM
47615,FISIOTERAPIA
58128,EDUCACAO FISICA
68903,DIREITO
71305,SISTEMA DE INFORMACAO
74426,PSICOLOGIA
347613,ENFERMAGEM
1106439,NUTRICAO
1117922,DESIGN GRAFICO
1179345,ENGENHARIA AGRONOMICA
1202244,ENGENHARIA CIVIL
1202246,ESTETICA E COSMETICA
1202247,ENGENHARIA DE PRODUCAO
1278625,ENGENHARIA ELETRICA
17313,DIREITO
18281,ADMINISTRACAO
1351681,CIENCIAS CONTABEIS
88066,SISTEMA DE INFORMACAO
1058916,ADMINISTRACAO
1058919,CIENCIAS CONTABEIS
1099321,PEDAGOGIA
1204491,ENGENHARIA CIVIL
1204603,ENGENHARIA AMBIENTAL
1258433,ENFERMAGEM
1300291,PSICOLOGIA
1304882,FARMACIA
56158,ANALISE E DESENVOLVIMENTO DE SISTEMAS
57052,MARKETING
83182,REDES DE COMPUTADORES
114570,GESTAO DA TECNOLOGIA DA INFORMACAO
1136410,GESTAO FINANCEIRA
1136942,ADMINISTRACAO
1173440,SERVICO SOCIAL
1284582,PEDAGOGIA
67989,ENFERMAGEM
91175,BIOMEDICINA
99767,FARMACIA
1045443,PSICOLOGIA
1192237,MEDICINA
79552,AGRONOMIA
79554,ENGENHARIA DE PRODUCAO
80358,ARQUITETURA E URBANISMO
1108440,PEDAGOGIA
1258890,ENGENHARIA ELETRICA
1330496,ENGENHARIA MECANICA
1117303,PROCESSOS GERENCIAIS
68944,ADMINISTRACAO
68947,CIENCIAS CONTABEIS
92155,DIREITO
100010,EDUCACAO FISICA
100880,PSICOLOGIA
101818,GESTAO DE RECURSOS HUMANOS
102638,AGRONEGOCIO
104051,ENFERMAGEM
1182944,ENGENHARIA DE PRODUCAO
1182945,ENGENHARIA CIVIL
1322401,EDUCACAO FISICA
1322402,FISIOTERAPIA
1322403,ODONTOLOGIA
1330475,FARMACIA
1404781,NUTRICAO
74132,ADMINISTRACAO
104554,CIENCIAS CONTABEIS
1106336,PEDAGOGIA
1107149,AGRONEGOCIO
1107150,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1120519,GESTAO AMBIENTAL
1128540,GESTAO HOSPITALAR
1179866,ENGENHARIA DE PRODUCAO
1180086,ENGENHARIA CIVIL
1183197,DIREITO
1261134,ENFERMAGEM
1261135,FARMACIA
1304777,PSICOLOGIA
1305320,ENGENHARIA AMBIENTAL E SANITARIA
79956,ADMINISTRACAO
79960,PEDAGOGIA
95978,DIREITO
1059442,GESTAO DA PRODUCAO INDUSTRIAL
73566,CIENCIAS CONTABEIS
73568,ADMINISTRACAO
73571,PEDAGOGIA
100170,TEOLOGIA
86440,SERVICO SOCIAL
85771,JORNALISMO
85772,RELACÕES PUBLICAS
85773,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
85774,RADIO
1105840,FILOSOFIA
1163366,PRODUCAO MULTIMIDIA
1165863,FILOSOFIA
1182279,FOTOGRAFIA
1257996,PRODUCAO AUDIOVISUAL
67486,ADMINISTRACAO
88060,LETRAS   PORTUGUES E ESPANHOL
88064,PEDAGOGIA
100714,DIREITO
1145607,COMERCIO EXTERIOR
1150200,GESTAO PORTUARIA
1150202,GESTAO DE RECURSOS HUMANOS
1157263,EDUCACAO FISICA
1158018,ENFERMAGEM
1200083,EDUCACAO FISICA
86672,FILOSOFIA
1158618,DIREITO
67645,ADMINISTRACAO
67647,ENFERMAGEM
80824,NUTRICAO
81068,FONOAUDIOLOGIA
74284,TEOLOGIA
100582,PEDAGOGIA
1135011,SERVICO SOCIAL
88028,ADMINISTRACAO
88030,PEDAGOGIA
80234,PEDAGOGIA
1153535,SERVICO SOCIAL
1311074,ADMINISTRACAO
1311089,PEDAGOGIA
1365560,EDUCACAO FISICA
1365561,ENFERMAGEM
63496,ADMINISTRACAO
63508,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
63510,COMUNICACAO SOCIAL   JORNALISMO
63512,TURISMO
66203,DIREITO
68587,BIOMEDICINA
74310,NUTRICAO
74312,FISIOTERAPIA
74315,ENFERMAGEM
74317,FARMACIA
80330,EDUCACAO FISICA
80333,ENGENHARIA DE TELECOMUNICACÕES
80335,ENGENHARIA AMBIENTAL E SANITARIA
81046,PSICOLOGIA
91509,REDES DE COMPUTADORES
94762,SISTEMA DE INFORMACAO
94766,ARQUITETURA E URBANISMO
94775,CIENCIAS CONTABEIS
95003,GESTAO DA QUALIDADE
95075,GESTAO FINANCEIRA
95077,RADIOLOGIA
95081,GASTRONOMIA
1108786,MEDICINA
1109599,ADMINISTRACAO
1130259,LOGISTICA
1133126,MARKETING
1136511,ENGENHARIA DE PRODUCAO
1137898,ENGENHARIA CIVIL
1137922,ENGENHARIA QUIMICA
1137923,ENGENHARIA ELETRICA
1137925,ENGENHARIA MECANICA
1139341,GESTAO DE RECURSOS HUMANOS
1150906,DESIGN DE INTERIORES
1151061,CONSTRUCAO DE EDIFICIOS
1202388,SERVICO SOCIAL
1205557,MEDICINA VETERINARIA
1205700,CIENCIAS AERONAUTICAS
1276208,ESTETICA E COSMETICA
1279306,NUTRICAO
1280880,ENGENHARIA DE COMPUTACAO
1283631,ENGENHARIA DE COMPUTACAO
1290918,FOTOGRAFIA
1304538,GESTAO DA QUALIDADE
1306689,CIENCIA DA COMPUTACAO
1313389,CIENCIAS CONTABEIS
1313392,ENGENHARIA CIVIL
1313393,ENGENHARIA DE PRODUCAO
1313394,NUTRICAO
1313395,PEDAGOGIA
1313396,LETRAS
1313397,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1313398,GESTAO DE RECURSOS HUMANOS
1313402,GESTAO FINANCEIRA
1313404,LOGISTICA
1313405,MARKETING
1313406,PROCESSOS GERENCIAIS
1321866,PEDAGOGIA
1332627,ODONTOLOGIA
1332629,PSICOLOGIA
1337120,MARKETING
1363698,ENFERMAGEM
1363720,ADMINISTRACAO
1363721,CIENCIAS CONTABEIS
1363723,ARQUITETURA E URBANISMO
1363800,LETRAS   LINGUA INGLESA
1363802,GESTAO AMBIENTAL
1363804,GESTAO HOSPITALAR
1363805,GESTAO PUBLICA
1363856,ENGENHARIA ELETRICA
1363857,ENGENHARIA MECANICA
1398888,SERVICOS NOTARIAIS E JURIDICOS
1404268,CIENCIAS AERONAUTICAS
1404791,BIOMEDICINA
1404796,CIENCIAS BIOLOGICAS
1404797,EDUCACAO FISICA
1404808,FARMACIA
1404809,FISIOTERAPIA
1404812,JORNALISMO
1404813,PUBLICIDADE E PROPAGANDA
1412323,GASTRONOMIA
1427482,LETRAS   ESPANHOL
5000572,ODONTOLOGIA
88524,ADMINISTRACAO
5001231,CIENCIAS CONTABEIS
98225,ADMINISTRACAO
59754,ENFERMAGEM
59758,FISIOTERAPIA
74594,MEDICINA
90939,FARMACIA
95579,ODONTOLOGIA
68610,ADMINISTRACAO
68612,SISTEMA DE INFORMACAO
99296,PEDAGOGIA
1118991,CIENCIAS CONTABEIS
1258627,GESTAO DE RECURSOS HUMANOS
73905,COMUNICACAO SOCIAL
89346,DIREITO
1259931,ADMINISTRACAO
56188,DIREITO
67774,ADMINISTRACAO
67776,CIENCIAS CONTABEIS
1053146,PSICOLOGIA
1060058,ARQUITETURA E URBANISMO
1134546,CIENCIA DA COMPUTACAO
1156410,JORNALISMO
1164065,RELACÕES INTERNACIONAIS
1257781,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
1259105,MARKETING
5000865,DIREITO
85391,DIREITO
74742,CIENCIAS CONTABEIS
74777,ADMINISTRACAO
100014,DIREITO
82714,ADMINISTRACAO
90461,PEDAGOGIA
5000881,DIREITO
101544,RADIOLOGIA
1365141,PEDAGOGIA
58702,ADMINISTRACAO
104910,DIREITO
109438,TRANSPORTE TERRESTRE
118870,PEDAGOGIA
119010,PUBLICIDADE E PROPAGANDA
1139043,GESTAO DE RECURSOS HUMANOS
1205076,GESTAO DE SEGURANCA PRIVADA
73832,PEDAGOGIA
73838,SISTEMA DE INFORMACAO
100549,PEDAGOGIA
1258284,HISTORIA
67797,ENGENHARIA ELETRICA
80095,ENGENHARIA MECANICA
94973,JORNALISMO
96245,AUTOMACAO INDUSTRIAL
101889,DESIGN
103954,MANUTENCAO INDUSTRIAL
1119204,ENGENHARIA QUIMICA
1122899,ENGENHARIA DE COMPUTACAO
1161219,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
1259119,ENGENHARIA DE MINAS
1284861,ENGENHARIA MECATRONICA
67919,ADMINISTRACAO
67923,CIENCIAS CONTABEIS
1033573,DIREITO
1058384,ARQUITETURA E URBANISMO
1108036,AGRONOMIA
1154262,ENGENHARIA CIVIL
87212,COMUNICACAO SOCIAL
87214,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
87215,ADMINISTRACAO
1183633,PEDAGOGIA
1260696,GESTAO DE RECURSOS HUMANOS
67719,ADMINISTRACAO
67736,CIENCIAS CONTABEIS
67738,TURISMO
67740,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
90837,DIREITO
105326,GESTAO DE RECURSOS HUMANOS
1076355,FISIOTERAPIA
1086322,EDUCACAO FISICA
1181566,ENFERMAGEM
1181598,EDUCACAO FISICA
1182276,ENGENHARIA DE PRODUCAO
1190639,FARMACIA
1280688,NUTRICAO
1285032,ARQUITETURA E URBANISMO
67753,ADMINISTRACAO
67761,CIENCIAS CONTABEIS
67766,PUBLICIDADE E PROPAGANDA
95974,DIREITO
104126,GESTAO DE RECURSOS HUMANOS
104128,MARKETING
104132,PROCESSOS GERENCIAIS
104136,GESTAO DE TURISMO
1076156,MATEMATICA
5000961,GESTAO COMERCIAL
80754,EDUCACAO FISICA
100478,PEDAGOGIA
1113774,DIREITO
1119920,SISTEMA DE INFORMACAO
1120096,ENGENHARIA CIVIL
1205111,EDUCACAO FISICA
1258876,ENFERMAGEM
1281099,ODONTOLOGIA
1352623,FORMACAO DE DOCENTES PARA A EDUCACAO BASICA
67473,ADMINISTRACAO
67480,CIENCIAS CONTABEIS
67482,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
67484,TURISMO
90823,DIREITO
105636,MARKETING
107940,GESTAO DE RECURSOS HUMANOS
107943,GESTAO COMERCIAL
107945,GESTAO DA TECNOLOGIA DA INFORMACAO
109817,COMERCIO EXTERIOR
109819,GESTAO HOSPITALAR
118612,PROCESSOS GERENCIAIS
1069951,ENFERMAGEM
1069953,SERVICO SOCIAL
1190579,ENGENHARIA DE PRODUCAO
1202696,ESTETICA E COSMETICA
5000951,CIENCIAS DA COMPUTACAO
84666,FISIOTERAPIA
84679,EDUCACAO FISICA
87274,BIOMEDICINA
89784,ENFERMAGEM
90683,ODONTOLOGIA
91827,ADMINISTRACAO
91829,CIENCIAS BIOLOGICAS
91837,MATEMATICA
101174,FARMACIA
102032,PSICOLOGIA
1077512,ENGENHARIA CIVIL
1077532,ENGENHARIA ELETRICA
1204969,EDUCACAO FISICA
1205254,MEDICINA VETERINARIA
1205794,CIENCIAS CONTABEIS
1206096,PEDAGOGIA
1260415,GASTRONOMIA
1305258,ENGENHARIA AGRONOMICA
67911,ADMINISTRACAO
67917,CIENCIAS CONTABEIS
90821,DIREITO
104610,GESTAO DA TECNOLOGIA DA INFORMACAO
104874,GESTAO DE RECURSOS HUMANOS
104884,GESTAO HOSPITALAR
1076129,CIENCIA DA COMPUTACAO
74444,ZOOTECNIA
74448,ADMINISTRACAO
74462,BIOMEDICINA
95851,DIREITO
1150247,ENFERMAGEM
1150248,CIENCIAS CONTABEIS
1150249,SERVICO SOCIAL
1421013,MEDICINA
100382,PEDAGOGIA
79494,ADMINISTRACAO
1059470,DIREITO
73352,BIOMEDICINA
73354,FISIOTERAPIA
73358,ENFERMAGEM
82578,ENGENHARIA MECANICA
82580,ENGENHARIA AMBIENTAL E SANITARIA
82582,ENGENHARIA ELETRICA
84653,SISTEMAS DE INFORMACAO
85736,DIREITO
103348,ADMINISTRACAO
1261271,ESTETICA E COSMETICA
1322828,REDES DE COMPUTADORES
1324132,GESTAO AMBIENTAL
73428,CIENCIAS CONTABEIS
73440,ADMINISTRACAO
73442,EDUCACAO FISICA
80082,PSICOLOGIA
90941,PEDAGOGIA
90944,JORNALISMO
91677,FARMACIA
91681,SERVICO SOCIAL
94258,FISIOTERAPIA
105498,DIREITO
373442,EDUCACAO FISICA
1108728,ARQUITETURA E URBANISMO
1178528,ENGENHARIA CIVIL
1178529,ENGENHARIA DE PRODUCAO
1259257,ENGENHARIA ELETRICA
1259258,ENGENHARIA MECANICA
1259259,LOGISTICA
1259260,GESTAO DE RECURSOS HUMANOS
1284470,REDES DE COMPUTADORES
1300373,BIOMEDICINA
1303809,ODONTOLOGIA
1303896,RADIOLOGIA
1330549,NUTRICAO
5000029,ENFERMAGEM
81060,PEDAGOGIA
81065,LETRAS
107075,ADMINISTRACAO
1300445,CIENCIAS CONTABEIS
1300447,SERVICO SOCIAL
1384434,DIREITO
73476,ADMINISTRACAO
88070,CIENCIAS CONTABEIS
95781,DIREITO
109384,CIENCIAS ECONOMICAS
110366,PSICOLOGIA
1030925,GESTAO DE RECURSOS HUMANOS
1033381,GESTAO DA QUALIDADE
1036337,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1036342,GESTAO FINANCEIRA
1036344,LOGISTICA
1138871,MARKETING
1138920,ENFERMAGEM
1156361,SERVICOS PENAIS
1165448,GESTAO HOSPITALAR
1167530,GESTAO PUBLICA
1176962,ESTETICA E COSMETICA
1205300,FISIOTERAPIA
1205312,SISTEMAS PARA INTERNET
1205470,EDUCACAO FISICA
1205471,NUTRICAO
1205472,SERVICO SOCIAL
1258074,REDES DE COMPUTADORES
1258079,PROCESSOS GERENCIAIS
1258082,GESTAO COMERCIAL
1282899,CIENCIA DA COMPUTACAO
1282902,COMERCIO EXTERIOR
1282903,PRODUCAO MULTIMIDIA
1282904,DESIGN DE INTERIORES
1303591,DESIGN GRAFICO
1303608,ESTETICA E COSMETICA
1303613,ESTETICA E COSMETICA
1303620,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
1303642,JORNALISMO
1310949,GESTAO DE RECURSOS HUMANOS
1321756,JOGOS DIGITAIS
1321757,ENFERMAGEM
1332731,FOTOGRAFIA
1384735,SEGURANCA PUBLICA
1385242,PODOLOGIA
1422416,ADMINISTRACAO
1429912,CIENCIAS CONTABEIS
1429915,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1429916,COMERCIO EXTERIOR
1429920,GESTAO AMBIENTAL
1429921,GESTAO COMERCIAL
1429922,GESTAO FINANCEIRA
1429923,GESTAO HOSPITALAR
1429924,GESTAO PUBLICA
1429947,GESTAO DA QUALIDADE
1429948,GESTAO DA TECNOLOGIA DA INFORMACAO
1429949,LOGISTICA
1429950,MARKETING
1429951,NEGOCIOS IMOBILIARIOS
1429952,PROCESSOS GERENCIAIS
1429955,HISTORIA
1429956,LETRAS   PORTUGUES
1429958,PEDAGOGIA
1430639,SERVICO SOCIAL
104184,PEDAGOGIA
104498,SISTEMA DE INFORMACAO
104530,ADMINISTRACAO
117488,PSICOLOGIA
1159986,FARMACIA
1161561,CIENCIAS CONTABEIS
1257972,ENGENHARIA CIVIL
1257973,FISIOTERAPIA
1257974,ARQUITETURA E URBANISMO
1257975,ENGENHARIA AMBIENTAL
1284880,ODONTOLOGIA
1284937,ENFERMAGEM
1304116,EDUCACAO FISICA
1322360,BIOMEDICINA
1349525,NUTRICAO
1386004,DIREITO
69186,ADMINISTRACAO
112292,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1148662,SERVICO SOCIAL
1148674,PEDAGOGIA
1152933,DIREITO
1204706,GESTAO DE RECURSOS HUMANOS
1204949,GESTAO PUBLICA
92087,PEDAGOGIA
59057,ADMINISTRACAO
59060,SISTEMAS DE INFORMACAO
95759,DIREITO
1069158,ENFERMAGEM
1152859,CIENCIAS CONTABEIS
1175172,NUTRICAO
1279804,PSICOLOGIA
5000014,HISTORIA
79932,FISIOTERAPIA
80360,EDUCACAO FISICA
80362,FARMACIA
80364,CIENCIAS BIOLOGICAS
118852,ENFERMAGEM
1279788,ESTETICA E COSMETICA
1300369,BIOMEDICINA
1303435,PSICOLOGIA
1364369,NUTRICAO
68918,DIREITO
71937,ANALISE E DESENVOLVIMENTO DE SISTEMAS
72699,AGRONEGOCIO
1183196,ENGENHARIA CIVIL
1259487,GESTAO DE RECURSOS HUMANOS
73829,PEDAGOGIA
90082,DIREITO
117792,SERVICO SOCIAL
101102,ADMINISTRACAO
1153352,RELACÕES INTERNACIONAIS
1153353,GESTAO DA TECNOLOGIA DA INFORMACAO
1153356,LOGISTICA
1299595,CIENCIAS CONTABEIS
1299617,GESTAO DE RECURSOS HUMANOS
1300473,GESTAO FINANCEIRA
1350280,PROCESSOS GERENCIAIS
1395957,GESTAO COMERCIAL
1405789,ANALISE E DESENVOLVIMENTO DE SISTEMAS
67907,TEOLOGIA
116506,FILOSOFIA
1134737,TEOLOGIA
67061,ADMINISTRACAO
109545,RADIOLOGIA
1148863,ENFERMAGEM
1177360,CIENCIAS CONTABEIS
1281111,ENGENHARIA AGRONOMICA
1304808,ESTETICA E COSMETICA
1332782,PSICOLOGIA
5000878,DIREITO
5001346,ENGENHARIA CIVIL
73124,ADMINISTRACAO
94915,CIENCIAS CONTABEIS
100660,PEDAGOGIA
1284568,SERVICO SOCIAL
1285242,PSICOLOGIA
1285244,EDUCACAO FISICA
1330736,ENFERMAGEM
1330738,ENGENHARIA DE PRODUCAO
1385964,DIREITO
71016,ADMINISTRACAO
90623,EDUCACAO FISICA
90625,PEDAGOGIA
90629,CIENCIAS CONTABEIS
90632,COMUNICACAO SOCIAL   JORNALISMO
90705,SERVICO SOCIAL
91161,FARMACIA
95745,PSICOLOGIA
97932,FISIOTERAPIA
1059632,ODONTOLOGIA
1179210,ENFERMAGEM
1204239,ENGENHARIA DE PRODUCAO
1259102,LOGISTICA
1259104,GESTAO DE RECURSOS HUMANOS
1259245,ENGENHARIA CIVIL
1259246,ENGENHARIA ELETRICA
1259247,ENGENHARIA MECANICA
1259248,ENGENHARIA QUIMICA
1259889,ARQUITETURA E URBANISMO
1282931,ESTETICA E COSMETICA
1300349,NUTRICAO
1300507,EDUCACAO FISICA
1303855,ENGENHARIA DE CONTROLE E AUTOMACAO
1304009,ENGENHARIA DE COMPUTACAO
